PLAYER_NAME,PRIMARY_TEAM,AGE,SEASON,POINTS,CORSI_PCT,TOI_PER_GAME,PPG,XG_PER_GAME
Max Jones,ANA,24,20222023,19,0.430,12.71,0.275,0.182
Jordan Martinook,CAR,30,20222023,34,0.550,15.63,0.415,0.250
Isac Lundeström,ANA,22,20222023,14,0.360,14.33,0.230,0.105
Mark Stone,VGK,30,20222023,38,0.560,19.38,0.884,0.412
Connor McDavid,EDM,25,20222023,153,0.600,22.39,1.866,0.553
JJ Peterka,BUF,20,20222023,32,0.520,13.65,0.416,0.186
Pierre Engvall,NYI,26,20222023,30,0.550,13.64,0.395,0.192
Thomas Novak,NSH,25,20222023,43,0.550,14.65,0.843,0.222
Josh Archibald,PIT,29,20222023,12,0.440,9.98,0.194,0.123
Nils Hoglander,VAN,21,20222023,9,0.490,12.06,0.360,0.099
Taylor Raddysh,CHI,24,20222023,37,0.540,16.57,0.474,0.261
Kevin Labanc,SJS,26,20222023,33,0.570,14.33,0.458,0.152
Morgan Barron,WPG,23,20222023,21,0.450,13.26,0.300,0.198
Alex Killorn,TBL,33,20222023,64,0.500,17.21,0.780,0.254
Joel Eriksson Ek,MIN,25,20222023,61,0.530,18.99,0.782,0.420
Devin Shore,EDM,28,20222023,9,0.470,8.96,0.191,0.089
David Gustafsson,WPG,22,20222023,6,0.430,10.10,0.130,0.087
Dawson Mercer,NJD,20,20222023,56,0.520,16.56,0.683,0.312
Patrik Laine,CBJ,24,20222023,52,0.580,19.12,0.945,0.328
Derek Ryan,EDM,35,20222023,20,0.480,11.17,0.250,0.149
Ben Meyers,COL,23,20222023,4,0.520,9.60,0.103,0.175
Brock Nelson,NYI,30,20222023,75,0.560,18.44,0.915,0.358
Blake Lizotte,LAK,24,20222023,34,0.500,12.94,0.420,0.159
Michael Rasmussen,DET,23,20222023,29,0.430,15.09,0.518,0.266
Trent Frederic,BOS,24,20222023,31,0.480,11.92,0.392,0.179
Calle Jarnkrok,TOR,30,20222023,39,0.470,14.38,0.534,0.198
Timo Meier,NJD,25,20222023,66,0.600,19.39,0.846,0.498
Andrei Svechnikov,CAR,22,20222023,55,0.670,18.05,0.859,0.382
Patrice Bergeron,BOS,37,20222023,58,0.620,17.39,0.744,0.399
Evgeny Svechnikov,SJS,25,20222023,14,0.480,10.75,0.237,0.129
Blake Coleman,CGY,30,20222023,38,0.570,15.20,0.463,0.331
Rem Pitlick,MTL,25,20222023,15,0.400,12.92,0.326,0.124
Ondrej Palat,NJD,31,20222023,23,0.570,15.54,0.469,0.210
Nicolas Roy,VGK,25,20222023,30,0.500,16.30,0.462,0.244
Pavel Buchnevich,STL,27,20222023,67,0.500,19.45,1.063,0.259
Elias Lindholm,CGY,27,20222023,64,0.570,18.65,0.800,0.337
Bryan Rust,PIT,30,20222023,46,0.530,17.90,0.568,0.336
Reilly Smith,VGK,31,20222023,56,0.530,16.97,0.718,0.288
Samuel Blais,STL,26,20222023,25,0.470,11.80,0.352,0.111
Valeri Nichushkin,COL,27,20222023,47,0.570,20.27,0.887,0.386
Lawson Crouse,UTA,25,20222023,45,0.420,17.76,0.584,0.256
Rickard Rakell,PIT,29,20222023,60,0.600,18.44,0.732,0.403
Casey Mittelstadt,BUF,23,20222023,59,0.550,15.73,0.720,0.175
Connor Dewar,MIN,23,20222023,18,0.430,10.96,0.222,0.118
Brett Howden,VGK,24,20222023,13,0.400,13.06,0.241,0.146
Ryan McLeod,EDM,22,20222023,23,0.520,14.19,0.404,0.164
Fabian Zetterlund,SJS,23,20222023,23,0.530,13.26,0.343,0.181
Jack McBain,UTA,22,20222023,26,0.350,13.98,0.317,0.149
Oliver Wahlstrom,NYI,22,20222023,16,0.550,12.17,0.457,0.165
Derick Brassard,OTT,34,20222023,23,0.560,12.18,0.371,0.156
Matt Luff,DET,25,20222023,4,0.420,9.88,0.211,0.106
Nick Bjugstad,EDM,30,20222023,29,0.420,16.20,0.372,0.245
Quinton Byfield,LAK,20,20222023,22,0.550,14.06,0.415,0.199
Mikael Backlund,CGY,33,20222023,56,0.580,18.16,0.683,0.277
Joel Armia,MTL,29,20222023,14,0.420,14.95,0.326,0.206
Tyler Motte,NYR,27,20222023,19,0.410,12.57,0.306,0.195
Yegor Sharangovich,NJD,24,20222023,30,0.480,14.42,0.400,0.230
Aatu Räty,VAN,19,20222023,3,0.510,8.38,0.200,0.059
Brock Boeser,VAN,25,20222023,55,0.580,17.24,0.743,0.281
Wayne Simmonds,TOR,34,20222023,2,0.470,7.45,0.111,0.047
Brandon Tanev,SEA,30,20222023,35,0.420,14.22,0.427,0.238
Alexander Holtz,NJD,20,20222023,4,0.580,10.27,0.211,0.107
Nick Ritchie,CGY,26,20222023,26,0.530,13.55,0.351,0.216
Andreas Athanasiou,CHI,28,20222023,40,0.480,16.00,0.494,0.246
Parker Kelly,OTT,23,20222023,4,0.390,10.51,0.073,0.107
Mika Zibanejad,NYR,29,20222023,91,0.560,19.96,1.110,0.372
Axel Jonsson-Fjallby,WPG,24,20222023,14,0.460,10.46,0.280,0.106
William Karlsson,VGK,29,20222023,53,0.510,17.47,0.646,0.262
Nic Dowd,WSH,32,20222023,25,0.420,13.35,0.385,0.121
Tanner Laczynski,PHI,25,20222023,4,0.450,9.52,0.125,0.059
Michael McLeod,NJD,24,20222023,26,0.470,12.25,0.325,0.127
Ryan Donato,SEA,26,20222023,27,0.540,11.25,0.380,0.178
Ridly Greig,OTT,20,20222023,9,0.560,12.90,0.450,0.234
Brandon Saad,STL,29,20222023,37,0.480,16.65,0.521,0.228
Brad Marchand,BOS,34,20222023,67,0.610,18.53,0.918,0.311
Nils Aman,VAN,22,20222023,16,0.380,12.70,0.235,0.109
Jason Dickinson,CHI,27,20222023,30,0.420,15.94,0.385,0.169
Aliaksei Protas,WSH,21,20222023,15,0.530,11.52,0.259,0.153
Adrian Kempe,LAK,26,20222023,67,0.550,18.76,0.817,0.350
Paul Stastny,CAR,36,20222023,22,0.650,11.87,0.301,0.189
Cody Glass,NSH,23,20222023,35,0.540,14.77,0.486,0.213
Roope Hintz,DAL,25,20222023,75,0.610,17.56,1.027,0.393
Nick Schmaltz,UTA,26,20222023,58,0.540,19.71,0.921,0.266
Max Domi,DAL,27,20222023,56,0.520,17.77,0.700,0.261
Jesper Bratt,NJD,24,20222023,73,0.650,17.37,0.890,0.324
Kirill Kaprizov,MIN,25,20222023,75,0.630,21.11,1.119,0.526
Aleksander Barkov,FLA,27,20222023,78,0.610,21.22,1.147,0.322
Artemi Panarin,NYR,30,20222023,92,0.620,19.61,1.122,0.210
Alex Newhook,COL,21,20222023,30,0.540,13.95,0.366,0.171
Pierre-Edouard Bellemare,TBL,37,20222023,13,0.390,11.28,0.178,0.081
Sean Kuraly,CBJ,29,20222023,20,0.370,15.07,0.282,0.188
Patric Hornqvist,FLA,35,20222023,3,0.630,9.27,0.136,0.256
Marcus Foligno,MIN,31,20222023,21,0.490,14.99,0.323,0.147
Brett Leason,ANA,23,20222023,9,0.390,10.89,0.167,0.109
Drake Batherson,OTT,24,20222023,62,0.600,18.61,0.756,0.405
Trevor Moore,LAK,27,20222023,29,0.540,16.99,0.492,0.274
Kailer Yamamoto,EDM,23,20222023,25,0.510,16.58,0.431,0.252
Filip Zadina,DET,22,20222023,7,0.490,13.10,0.233,0.159
Brandon Hagel,TBL,24,20222023,64,0.540,18.65,0.790,0.377
Cole Smith,NSH,26,20222023,17,0.410,12.74,0.246,0.158
Matt Nieto,COL,29,20222023,24,0.440,13.52,0.296,0.177
Adam Lowry,WPG,29,20222023,36,0.460,15.65,0.439,0.243
Conor Garland,VAN,26,20222023,46,0.540,15.11,0.568,0.190
Jaret Anderson-Dolan,LAK,23,20222023,12,0.480,10.62,0.261,0.113
Boone Jenner,CBJ,29,20222023,45,0.520,20.21,0.662,0.455
Anthony Cirelli,TBL,25,20222023,29,0.480,16.56,0.500,0.311
Tyson Jost,BUF,24,20222023,25,0.430,13.24,0.352,0.157
Kiefer Sherwood,NSH,27,20222023,13,0.500,13.59,0.406,0.218
Nikita Kucherov,TBL,29,20222023,113,0.610,20.13,1.378,0.369
A.J. Greer,BOS,25,20222023,12,0.470,9.11,0.197,0.143
Steven Lorentz,SJS,26,20222023,19,0.450,11.83,0.238,0.171
Saku Maenalanen,WPG,28,20222023,10,0.410,10.33,0.156,0.097
Logan Brown,STL,24,20222023,6,0.460,10.40,0.200,0.052
Christian Fischer,UTA,25,20222023,27,0.370,14.84,0.338,0.156
Filip Chytil,NYR,23,20222023,45,0.540,14.68,0.608,0.247
Zach Aston-Reese,TOR,28,20222023,14,0.440,10.93,0.182,0.139
Travis Konecny,PHI,25,20222023,61,0.500,20.12,1.017,0.388
Jujhar Khaira,CHI,28,20222023,14,0.440,13.88,0.275,0.165
Nick Cousins,FLA,29,20222023,27,0.510,11.03,0.342,0.122
Pontus Holmberg,TOR,23,20222023,13,0.490,10.42,0.351,0.099
Tomas Nosek,BOS,30,20222023,18,0.380,12.55,0.273,0.131
Steven Stamkos,TBL,32,20222023,84,0.580,19.02,1.037,0.425
Alexis Lafrenière,NYR,20,20222023,39,0.550,15.22,0.481,0.201
Jesper Fast,CAR,30,20222023,29,0.570,14.73,0.363,0.179
Radek Faksa,DAL,28,20222023,20,0.470,13.72,0.247,0.148
Patrick Maroon,TBL,34,20222023,14,0.520,10.34,0.175,0.117
Nick Foligno,BOS,34,20222023,26,0.510,12.37,0.433,0.142
Michael McCarron,NSH,27,20222023,4,0.410,10.54,0.125,0.151
Vladislav Namestnikov,WPG,29,20222023,25,0.550,12.62,0.325,0.189
Nicklas Backstrom,WSH,34,20222023,21,0.550,16.88,0.538,0.251
Luke Evangelista,NSH,20,20222023,15,0.550,16.57,0.625,0.246
William Carrier,VGK,27,20222023,25,0.500,12.59,0.446,0.276
Sam Steel,MIN,24,20222023,28,0.520,14.96,0.431,0.163
Brock McGinn,ANA,28,20222023,19,0.380,13.03,0.253,0.133
Sheldon Dries,VAN,28,20222023,17,0.490,11.53,0.270,0.199
Philip Tomasino,NSH,21,20222023,18,0.510,15.59,0.581,0.203
Nathan Bastian,NJD,24,20222023,15,0.510,12.44,0.349,0.230
Jesse Puljujarvi,CAR,24,20222023,16,0.570,12.23,0.213,0.169
Nick Bonino,PIT,34,20222023,19,0.420,15.92,0.306,0.190
Christian Dvorak,MTL,26,20222023,28,0.430,16.86,0.438,0.192
Jonathan Marchessault,VGK,31,20222023,57,0.570,17.14,0.750,0.342
Derek Grant,ANA,32,20222023,18,0.380,14.85,0.391,0.176
Mathieu Joseph,OTT,25,20222023,18,0.450,14.02,0.321,0.169
Evgenii Dadonov,DAL,33,20222023,33,0.520,14.72,0.452,0.182
Cole Koepke,TBL,24,20222023,1,0.470,9.10,0.059,0.092
Alex DeBrincat,OTT,24,20222023,66,0.590,19.01,0.805,0.345
Alex Belzile,MTL,31,20222023,14,0.390,12.13,0.452,0.098
Paul Cotter,VGK,22,20222023,18,0.440,12.83,0.327,0.153
Brayden Schenn,STL,31,20222023,65,0.490,18.43,0.793,0.240
Kurtis MacDermid,COL,28,20222023,6,0.460,8.33,0.136,0.026
Stefan Noesen,CAR,29,20222023,36,0.690,12.33,0.462,0.275
Zack MacEwen,LAK,26,20222023,10,0.470,11.57,0.179,0.134
Dryden Hunt,TOR,26,20222023,3,0.510,8.07,0.081,0.085
Josh Leivo,STL,29,20222023,16,0.530,11.89,0.314,0.169
Joe Pavelski,DAL,38,20222023,77,0.620,17.72,0.939,0.358
Matias Maccelli,UTA,21,20222023,49,0.480,15.68,0.766,0.136
Casey Cizikas,NYI,31,20222023,21,0.430,14.54,0.259,0.169
Kevin Stenlund,WPG,25,20222023,9,0.450,11.65,0.167,0.140
Vincent Trocheck,NYR,29,20222023,64,0.590,19.32,0.780,0.349
Wade Allison,PHI,24,20222023,15,0.470,12.89,0.250,0.216
Maxime Comtois,ANA,23,20222023,19,0.450,13.81,0.297,0.149
Nicolas Deslauriers,PHI,31,20222023,12,0.420,10.09,0.150,0.087
Scott Laughton,PHI,28,20222023,43,0.460,18.29,0.551,0.234
Robert Thomas,STL,23,20222023,65,0.500,19.34,0.890,0.183
David Krejci,BOS,36,20222023,56,0.540,17.19,0.800,0.222
Mike Hoffman,MTL,32,20222023,34,0.530,15.67,0.507,0.187
Oliver Bjorkstrand,SEA,27,20222023,45,0.590,15.62,0.556,0.287
Jesper Boqvist,NJD,23,20222023,21,0.500,11.61,0.300,0.126
Austin Czarnik,DET,29,20222023,5,0.480,11.17,0.172,0.098
Phil Kessel,VGK,34,20222023,36,0.500,12.81,0.439,0.159
Sam Carrick,ANA,30,20222023,7,0.380,10.57,0.135,0.075
Joey Anderson,CHI,24,20222023,9,0.490,11.70,0.237,0.109
Dylan Larkin,DET,26,20222023,79,0.540,19.56,0.988,0.342
Jake Evans,MTL,26,20222023,19,0.380,14.49,0.352,0.126
William Nylander,TOR,26,20222023,87,0.600,18.54,1.061,0.401
Yanni Gourde,SEA,30,20222023,48,0.510,17.13,0.593,0.220
Juraj Slafkovský,MTL,18,20222023,10,0.490,12.22,0.256,0.114
Kevin Fiala,LAK,26,20222023,72,0.590,17.60,1.043,0.377
Jake Neighbours,STL,20,20222023,10,0.460,12.43,0.233,0.150
Tyler Bertuzzi,BOS,27,20222023,30,0.580,16.49,0.600,0.239
Frank Vatrano,ANA,28,20222023,41,0.440,16.68,0.506,0.246
Andre Burakovsky,SEA,27,20222023,39,0.560,16.55,0.796,0.188
Denis Malgin,COL,25,20222023,21,0.560,10.92,0.323,0.164
Charlie Coyle,BOS,30,20222023,45,0.440,16.99,0.549,0.189
Lukas Reichel,CHI,20,20222023,15,0.460,16.37,0.652,0.193
Elias Pettersson,VAN,23,20222023,102,0.560,20.55,1.275,0.381
Dylan Holloway,EDM,20,20222023,9,0.540,9.59,0.176,0.120
Liam Foudy,CBJ,22,20222023,14,0.420,12.13,0.226,0.135
Jonatan Berggren,DET,22,20222023,28,0.510,13.46,0.418,0.157
Mathieu Olivier,CBJ,25,20222023,15,0.410,11.63,0.227,0.140
Bo Horvat,NYI,27,20222023,70,0.560,20.65,0.886,0.368
Miles Wood,NJD,27,20222023,27,0.530,12.11,0.355,0.206
Freddy Gaudreau,MIN,29,20222023,38,0.440,16.04,0.463,0.182
Colin White,FLA,25,20222023,15,0.520,9.64,0.221,0.098
Garnet Hathaway,BOS,30,20222023,22,0.440,11.80,0.262,0.138
Alex Chiasson,DET,31,20222023,9,0.570,12.07,0.450,0.289
Drew O'Connor,PIT,24,20222023,11,0.500,9.82,0.239,0.149
Elmer Soderblom,DET,21,20222023,8,0.520,12.07,0.381,0.196
Warren Foegele,EDM,26,20222023,28,0.550,12.70,0.418,0.270
Filip Forsberg,NSH,28,20222023,42,0.580,17.47,0.840,0.403
Jonathan Huberdeau,CGY,29,20222023,55,0.620,16.86,0.696,0.222
Jordan Staal,CAR,34,20222023,34,0.540,16.27,0.420,0.235
Andrew Mangiapane,CGY,26,20222023,43,0.610,16.82,0.524,0.298
Pavel Dorofeyev,VGK,21,20222023,9,0.520,14.23,0.500,0.297
Anthony Duclair,FLA,27,20222023,9,0.520,14.85,0.450,0.343
Michael Pezzetta,MTL,24,20222023,15,0.410,9.32,0.238,0.112
Alexey Toropchenko,STL,23,20222023,19,0.400,12.08,0.275,0.130
Ryan Strome,ANA,29,20222023,41,0.480,17.04,0.500,0.162
Tomas Tatar,NJD,31,20222023,48,0.610,15.12,0.585,0.295
Sam Reinhart,FLA,26,20222023,67,0.610,19.78,0.817,0.454
Colin Blackwell,CHI,29,20222023,10,0.400,11.80,0.189,0.109
Ryan Hartman,MIN,27,20222023,37,0.540,16.30,0.627,0.270
Ryan Lomberg,FLA,27,20222023,20,0.520,11.31,0.244,0.172
Mark Jankowski,NSH,28,20222023,12,0.390,12.44,0.240,0.131
MacKenzie Entwistle,CHI,23,20222023,10,0.460,11.92,0.152,0.087
Kevin Rooney,CGY,29,20222023,1,0.480,8.86,0.059,0.121
Luke Glendening,DAL,33,20222023,6,0.400,12.06,0.086,0.122
Taylor Hall,BOS,30,20222023,36,0.570,15.93,0.590,0.315
Martin Kaut,SJS,22,20222023,8,0.510,10.40,0.222,0.109
Josh Anderson,MTL,28,20222023,32,0.450,16.96,0.464,0.351
Corey Perry,TBL,37,20222023,25,0.570,11.56,0.309,0.208
Conor Sheary,WSH,30,20222023,37,0.460,15.77,0.451,0.229
Michael Eyssimont,TBL,26,20222023,15,0.570,12.25,0.278,0.262
Morgan Geekie,SEA,24,20222023,28,0.470,10.46,0.406,0.136
Kirill Marchenko,CBJ,22,20222023,25,0.540,16.19,0.424,0.271
Matt Boldy,MIN,21,20222023,63,0.610,18.50,0.778,0.372
Klim Kostin,EDM,23,20222023,21,0.490,10.06,0.368,0.110
Kieffer Bellows,PHI,24,20222023,3,0.440,9.69,0.107,0.071
Evgeny Kuznetsov,WSH,30,20222023,55,0.520,18.06,0.679,0.184
Dillon Dube,CGY,24,20222023,45,0.560,15.16,0.549,0.206
Josh Bailey,NYI,32,20222023,25,0.470,15.14,0.391,0.134
Alexander Wennberg,SEA,27,20222023,38,0.510,18.69,0.463,0.205
Logan O'Connor,COL,26,20222023,26,0.430,14.20,0.317,0.161
Jesse Ylonen,MTL,22,20222023,16,0.450,13.45,0.432,0.112
Dylan Cozens,BUF,21,20222023,68,0.520,16.50,0.840,0.318
Cole Perfetti,WPG,20,20222023,30,0.570,14.97,0.588,0.211
Boris Katchouk,CHI,24,20222023,16,0.460,12.09,0.276,0.122
Ilya Mikheyev,VAN,27,20222023,28,0.470,16.91,0.609,0.218
Mitch Marner,TOR,25,20222023,99,0.560,21.28,1.238,0.255
Mikko Rantanen,COL,25,20222023,105,0.610,22.22,1.280,0.470
Jansen Harkins,WPG,25,20222023,5,0.540,10.82,0.227,0.105
Matthew Tkachuk,FLA,24,20222023,109,0.670,20.44,1.380,0.576
Evgeni Malkin,PIT,36,20222023,83,0.620,18.58,1.012,0.332
Artturi Lehkonen,COL,27,20222023,51,0.600,20.45,0.797,0.318
Johnny Gaudreau,CBJ,29,20222023,74,0.550,19.42,0.925,0.298
Egor Afanasyev,NSH,21,20222023,1,0.420,10.85,0.059,0.084
Mark Scheifele,WPG,29,20222023,68,0.580,20.48,0.840,0.404
Kyle Connor,WPG,25,20222023,80,0.590,20.53,0.976,0.403
Chris Tierney,MTL,28,20222023,10,0.380,10.86,0.278,0.038
Jake Leschyshyn,NYR,23,20222023,0,0.410,9.13,0.000,0.116
Leon Draisaitl,EDM,26,20222023,128,0.590,21.73,1.600,0.446
Phillip Danault,LAK,29,20222023,54,0.520,18.33,0.659,0.217
Alexander Kerfoot,TOR,28,20222023,32,0.490,14.62,0.390,0.205
Phillip Di Giuseppe,VAN,28,20222023,12,0.510,14.57,0.400,0.226
Victor Olofsson,BUF,27,20222023,40,0.550,14.36,0.533,0.269
Mason Marchment,DAL,27,20222023,31,0.530,15.71,0.456,0.277
Nikolaj Ehlers,WPG,26,20222023,38,0.630,15.65,0.844,0.259
Carter Verhaeghe,FLA,27,20222023,73,0.610,17.50,0.901,0.418
Ryan O'Reilly,TOR,31,20222023,30,0.490,17.94,0.566,0.254
Jack Drury,CAR,22,20222023,8,0.660,10.79,0.211,0.169
Adam Ruzicka,CGY,23,20222023,20,0.610,11.58,0.455,0.155
Reese Johnson,CHI,24,20222023,6,0.370,10.44,0.105,0.104
Eric Staal,FLA,37,20222023,29,0.440,14.24,0.403,0.178
David Kampf,TOR,27,20222023,27,0.400,15.31,0.329,0.169
Kyle Palmieri,NYI,31,20222023,33,0.560,17.10,0.600,0.293
Ryan Carpenter,NYR,31,20222023,3,0.430,9.18,0.136,0.095
Brayden Point,TBL,26,20222023,95,0.600,19.67,1.159,0.483
Philipp Kurashev,CHI,22,20222023,25,0.450,17.42,0.357,0.161
Jason Zucker,PIT,30,20222023,48,0.580,15.66,0.615,0.351
Rudolfs Balcers,TBL,25,20222023,5,0.580,10.20,0.294,0.184
Yakov Trenin,NSH,25,20222023,24,0.440,15.15,0.312,0.228
Wyatt Johnston,DAL,19,20222023,41,0.530,15.48,0.500,0.242
Dakota Joshua,VAN,26,20222023,23,0.420,11.52,0.291,0.167
Mason McTavish,ANA,19,20222023,43,0.510,15.37,0.538,0.231
Andrew Copp,DET,28,20222023,42,0.430,18.16,0.512,0.166
Jakub Vrana,STL,26,20222023,16,0.490,14.55,0.640,0.253
Tage Thompson,BUF,24,20222023,94,0.590,18.59,1.205,0.438
Ryan Nugent-Hopkins,EDM,29,20222023,104,0.560,19.80,1.268,0.380
James van Riemsdyk,PHI,33,20222023,29,0.560,15.35,0.475,0.252
Viktor Arvidsson,LAK,29,20222023,59,0.570,17.10,0.766,0.340
Claude Giroux,OTT,34,20222023,79,0.580,18.80,0.963,0.308
Matty Beniers,SEA,19,20222023,57,0.550,17.09,0.713,0.250
Oskar Sundqvist,MIN,28,20222023,28,0.500,13.87,0.418,0.157
Arthur Kaliyev,LAK,21,20222023,28,0.590,11.68,0.500,0.259
Michael Amadio,VGK,26,20222023,27,0.520,12.21,0.403,0.167
Zack Kassian,UTA,31,20222023,2,0.390,9.16,0.039,0.064
Joel Kiviranta,DAL,26,20222023,9,0.470,12.15,0.129,0.151
Jonah Gadjovich,SJS,23,20222023,7,0.500,8.99,0.200,0.163
Anton Lundell,FLA,20,20222023,33,0.550,16.37,0.452,0.227
Hudson Fasching,NYI,27,20222023,19,0.520,12.48,0.388,0.190
Andrei Kuzmenko,VAN,26,20222023,74,0.600,16.24,0.914,0.296
Mark Kastelic,OTT,23,20222023,11,0.470,8.89,0.169,0.128
Troy Terry,ANA,25,20222023,61,0.550,19.37,0.871,0.362
John Tavares,TOR,31,20222023,80,0.600,17.66,1.000,0.564
J.T. Miller,VAN,29,20222023,82,0.570,20.68,1.012,0.304
Sebastian Aho,CAR,25,20222023,67,0.630,19.50,0.893,0.440
Alexander Barabanov,SJS,28,20222023,47,0.560,18.05,0.691,0.269
Jordan Kyrou,STL,24,20222023,73,0.530,18.00,0.924,0.328
Jake DeBrusk,BOS,25,20222023,50,0.620,16.78,0.781,0.374
Egor Chinakhov,CBJ,21,20222023,13,0.480,13.25,0.433,0.122
Martin Necas,CAR,23,20222023,71,0.640,18.41,0.866,0.328
Tom Wilson,WSH,28,20222023,22,0.490,17.62,0.667,0.318
Gustav Nyquist,MIN,33,20222023,27,0.470,17.62,0.529,0.268
Barclay Goodrow,NYR,29,20222023,31,0.420,14.17,0.378,0.131
Barrett Hayton,UTA,22,20222023,43,0.500,17.50,0.524,0.267
Fredrik Olofsson,DAL,26,20222023,4,0.550,10.21,0.143,0.133
David Pastrnak,BOS,26,20222023,113,0.600,19.56,1.378,0.553
Alex Tuch,BUF,26,20222023,79,0.570,19.15,1.068,0.391
Daniel Sprong,SEA,25,20222023,46,0.600,11.42,0.697,0.207
Auston Matthews,TOR,24,20222023,85,0.600,20.28,1.149,0.520
Chandler Stephenson,VGK,28,20222023,65,0.500,19.02,0.802,0.235
Nicholas Robertson,TOR,21,20222023,5,0.530,10.88,0.333,0.161
Derek Stepan,CAR,32,20222023,11,0.620,9.08,0.151,0.115
Nathan Walker,STL,28,20222023,10,0.400,10.28,0.179,0.077
Evander Kane,EDM,31,20222023,28,0.530,18.70,0.683,0.385
Zachary Sanford,NSH,27,20222023,3,0.470,13.49,0.188,0.171
Vitali Kravtsov,VAN,22,20222023,8,0.520,11.21,0.182,0.123
Keegan Kolesar,VGK,25,20222023,18,0.460,11.47,0.243,0.106
Tyler Johnson,CHI,32,20222023,32,0.500,17.15,0.571,0.323
Owen Tippett,PHI,23,20222023,49,0.530,17.43,0.636,0.315
Jakub Lauko,BOS,22,20222023,7,0.410,8.86,0.304,0.111
Nino Niederreiter,WPG,30,20222023,41,0.580,16.29,0.526,0.314
Mason Shaw,MIN,23,20222023,17,0.450,11.29,0.288,0.116
Luke Kunin,SJS,24,20222023,13,0.410,15.43,0.419,0.236
Liam O'Brien,UTA,28,20222023,11,0.370,11.43,0.196,0.082
Simon Holmstrom,NYI,21,20222023,9,0.480,11.10,0.180,0.086
Lane Pederson,CBJ,25,20222023,6,0.480,11.93,0.222,0.141
Sam Lafferty,TOR,27,20222023,27,0.430,14.61,0.386,0.161
Joseph Veleno,DET,22,20222023,20,0.450,12.78,0.247,0.103
Austin Watson,OTT,30,20222023,11,0.380,10.23,0.147,0.112
Brendan Lemieux,PHI,26,20222023,9,0.510,10.18,0.200,0.093
Zach Hyman,EDM,30,20222023,83,0.590,20.15,1.051,0.648
Zach Parise,NYI,38,20222023,34,0.450,16.15,0.415,0.331
Tanner Jeannot,TBL,25,20222023,18,0.430,14.25,0.237,0.197
Mattias Janmark,EDM,29,20222023,25,0.430,14.66,0.379,0.157
Jason Robertson,DAL,23,20222023,109,0.630,18.84,1.329,0.377
Jonny Brodzinski,NYR,29,20222023,2,0.500,9.32,0.118,0.107
Givani Smith,FLA,24,20222023,4,0.510,7.00,0.111,0.075
Matt Duchene,NSH,31,20222023,56,0.570,18.32,0.789,0.289
Teuvo Teravainen,CAR,28,20222023,37,0.590,16.91,0.544,0.181
Jamie Benn,DAL,33,20222023,78,0.560,15.78,0.951,0.345
Pavel Zacha,BOS,25,20222023,57,0.520,16.06,0.695,0.206
Rafael Harvey-Pinard,MTL,23,20222023,20,0.460,17.23,0.588,0.295
T.J. Oshie,WSH,35,20222023,35,0.570,16.72,0.603,0.352
Jayson Megna,ANA,32,20222023,8,0.350,10.00,0.145,0.077
Sidney Crosby,PIT,35,20222023,93,0.610,20.14,1.134,0.406
Eetu Luostarinen,FLA,24,20222023,43,0.500,15.99,0.524,0.217
Seth Jarvis,CAR,20,20222023,39,0.630,16.20,0.476,0.307
Grigori Denisenko,FLA,22,20222023,3,0.480,9.89,0.167,0.092
Jack Studnicka,VAN,23,20222023,8,0.420,10.59,0.167,0.129
Anders Lee,NYI,32,20222023,50,0.600,17.22,0.610,0.446
Anthony Mantha,WSH,27,20222023,27,0.530,14.22,0.403,0.198
Nikita Alexandrov,STL,21,20222023,7,0.460,9.81,0.250,0.131
Mikael Granlund,PIT,30,20222023,41,0.520,17.83,0.519,0.243
Kevin Hayes,PHI,30,20222023,54,0.550,17.57,0.667,0.221
Milan Lucic,CGY,34,20222023,19,0.540,11.31,0.247,0.127
Eric Robinson,CBJ,27,20222023,24,0.360,13.95,0.333,0.184
Jimmy Vesey,NYR,29,20222023,25,0.480,13.61,0.309,0.192
Adam Erne,DET,27,20222023,18,0.370,13.38,0.295,0.108
Kirby Dach,MTL,21,20222023,38,0.550,18.50,0.655,0.254
Cole Caufield,MTL,21,20222023,36,0.540,18.05,0.783,0.336
Eeli Tolvanen,SEA,23,20222023,31,0.580,14.52,0.508,0.186
Tyler Toffoli,CGY,30,20222023,73,0.640,16.61,0.890,0.363
Blake Wheeler,WPG,36,20222023,55,0.580,17.04,0.764,0.293
Jakob Pelletier,CGY,21,20222023,7,0.670,14.18,0.292,0.278
J.T. Compher,COL,27,20222023,52,0.520,20.54,0.634,0.227
Jean-Gabriel Pageau,NYI,29,20222023,40,0.470,17.62,0.571,0.267
Jesperi Kotkaniemi,CAR,22,20222023,43,0.640,14.74,0.524,0.214
Jake Guentzel,PIT,27,20222023,73,0.590,20.12,0.936,0.499
Cole Sillinger,CBJ,19,20222023,11,0.450,13.31,0.172,0.173
Sean Monahan,MTL,27,20222023,17,0.530,17.37,0.680,0.271
David Perron,DET,34,20222023,56,0.590,16.92,0.683,0.253
Ross Colton,TBL,26,20222023,32,0.560,12.35,0.395,0.216
Jack Roslovic,CBJ,25,20222023,44,0.470,16.45,0.571,0.156
Jared McCann,SEA,26,20222023,70,0.590,16.34,0.886,0.258
Matt Martin,NYI,33,20222023,19,0.490,11.15,0.235,0.113
